;OpenOBJs Object v1.00							
;This Object's License is GNU GPL Version 2 or later							
;Copyright(C) 2014 Midnight Express Ginga81(ginga81)							
;基準開始位置		-0.45	m				
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
CreateMeshBuilder							
Addvertex,	0.4885	,	0.8950	,	-4.4125		
Addvertex,	0.4885	,	0.8795	,	-4.5303		
Addvertex,	0.4885	,	0.8340	,	-4.6400		
Addvertex,	0.4885	,	0.7617	,	-4.7342		
Addvertex,	0.4885	,	0.6675	,	-4.8065		
Addvertex,	0.4885	,	0.5578	,	-4.8520		
Addvertex,	0.4885	,	0.4400	,	-4.8675		
Addvertex,	0.4885	,	0.3222	,	-4.8520		
Addvertex,	0.4885	,	0.2125	,	-4.8065		
Addvertex,	0.4885	,	0.1183	,	-4.7342		
Addvertex,	0.4885	,	0.0460	,	-4.6400		
Addvertex,	0.4885	,	0.0005	,	-4.5303		
Addvertex,	0.4885	,	-0.0150	,	-4.4125		
Addvertex,	0.5685	,	0.8800	,	-4.4125		
Addvertex,	0.5685	,	0.8650	,	-4.5264		
Addvertex,	0.5685	,	0.8211	,	-4.6325		
Addvertex,	0.5685	,	0.7511	,	-4.7236		
Addvertex,	0.5685	,	0.6600	,	-4.7936		
Addvertex,	0.5685	,	0.5539	,	-4.8375		
Addvertex,	0.5685	,	0.4400	,	-4.8525		
Addvertex,	0.5685	,	0.3261	,	-4.8375		
Addvertex,	0.5685	,	0.2200	,	-4.7936		
Addvertex,	0.5685	,	0.1289	,	-4.7236		
Addvertex,	0.5685	,	0.0589	,	-4.6325		
Addvertex,	0.5685	,	0.0150	,	-4.5264		
Addvertex,	0.5685	,	0.0000	,	-4.4125		
AddFace,	0	,	13	,	14	,	1
AddFace,	1	,	14	,	15	,	2
AddFace,	2	,	15	,	16	,	3
AddFace,	3	,	16	,	17	,	4
AddFace,	4	,	17	,	18	,	5
AddFace,	5	,	18	,	19	,	6
AddFace,	6	,	19	,	20	,	7
AddFace,	7	,	20	,	21	,	8
AddFace,	8	,	21	,	22	,	9
AddFace,	9	,	22	,	23	,	10
AddFace,	10	,	23	,	24	,	11
AddFace,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
;フランジ	高さ	0.05					
CreateMeshBuilder							
Addvertex,	0.4885	,	0.9450	,	-4.4125		
Addvertex,	0.4885	,	0.9278	,	-4.2857		
Addvertex,	0.4885	,	0.8773	,	-4.1675		
Addvertex,	0.4885	,	0.7971	,	-4.0660		
Addvertex,	0.4885	,	0.6925	,	-3.9881		
Addvertex,	0.4885	,	0.5707	,	-3.9392		
Addvertex,	0.4885	,	0.4400	,	-3.9225		
Addvertex,	0.4885	,	0.3093	,	-3.9392		
Addvertex,	0.4885	,	0.1875	,	-3.9881		
Addvertex,	0.4885	,	0.0829	,	-4.0660		
Addvertex,	0.4885	,	0.0027	,	-4.1675		
Addvertex,	0.4885	,	-0.0478	,	-4.2857		
Addvertex,	0.4885	,	-0.0650	,	-4.4125		
Addvertex,	0.4885	,	0.8950	,	-4.4125		
Addvertex,	0.4885	,	0.8795	,	-4.2986		
Addvertex,	0.4885	,	0.8340	,	-4.1925		
Addvertex,	0.4885	,	0.7617	,	-4.1014		
Addvertex,	0.4885	,	0.6675	,	-4.0314		
Addvertex,	0.4885	,	0.5578	,	-3.9875		
Addvertex,	0.4885	,	0.4400	,	-3.9725		
Addvertex,	0.4885	,	0.3222	,	-3.9875		
Addvertex,	0.4885	,	0.2125	,	-4.0314		
Addvertex,	0.4885	,	0.1183	,	-4.1014		
Addvertex,	0.4885	,	0.0460	,	-4.1925		
Addvertex,	0.4885	,	0.0005	,	-4.2986		
Addvertex,	0.4885	,	-0.0150	,	-4.4125		
AddFace2,	0	,	13	,	14	,	1
AddFace2,	1	,	14	,	15	,	2
AddFace2,	2	,	15	,	16	,	3
AddFace2,	3	,	16	,	17	,	4
AddFace2,	4	,	17	,	18	,	5
AddFace2,	5	,	18	,	19	,	6
AddFace2,	6	,	19	,	20	,	7
AddFace2,	7	,	20	,	21	,	8
AddFace2,	8	,	21	,	22	,	9
AddFace2,	9	,	22	,	23	,	10
AddFace2,	10	,	23	,	24	,	11
AddFace2,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
CreateMeshBuilder							
Addvertex,	0.4885	,	-0.0650	,	-4.4125		
Addvertex,	0.4885	,	-0.0478	,	-4.5393		
Addvertex,	0.4885	,	0.0027	,	-4.6575		
Addvertex,	0.4885	,	0.0829	,	-4.7590		
Addvertex,	0.4885	,	0.1875	,	-4.8369		
Addvertex,	0.4885	,	0.3093	,	-4.8858		
Addvertex,	0.4885	,	0.4400	,	-4.9025		
Addvertex,	0.4885	,	0.5707	,	-4.8858		
Addvertex,	0.4885	,	0.6925	,	-4.8369		
Addvertex,	0.4885	,	0.7971	,	-4.7590		
Addvertex,	0.4885	,	0.8773	,	-4.6575		
Addvertex,	0.4885	,	0.9278	,	-4.5393		
Addvertex,	0.4885	,	0.9450	,	-4.4125		
Addvertex,	0.4885	,	-0.0150	,	-4.4125		
Addvertex,	0.4885	,	0.0005	,	-4.5264		
Addvertex,	0.4885	,	0.0460	,	-4.6325		
Addvertex,	0.4885	,	0.1183	,	-4.7236		
Addvertex,	0.4885	,	0.2125	,	-4.7936		
Addvertex,	0.4885	,	0.3222	,	-4.8375		
Addvertex,	0.4885	,	0.4400	,	-4.8525		
Addvertex,	0.4885	,	0.5578	,	-4.8375		
Addvertex,	0.4885	,	0.6675	,	-4.7936		
Addvertex,	0.4885	,	0.7617	,	-4.7236		
Addvertex,	0.4885	,	0.8340	,	-4.6325		
Addvertex,	0.4885	,	0.8795	,	-4.5264		
Addvertex,	0.4885	,	0.8950	,	-4.4125		
AddFace2,	0	,	13	,	14	,	1
AddFace2,	1	,	14	,	15	,	2
AddFace2,	2	,	15	,	16	,	3
AddFace2,	3	,	16	,	17	,	4
AddFace2,	4	,	17	,	18	,	5
AddFace2,	5	,	18	,	19	,	6
AddFace2,	6	,	19	,	20	,	7
AddFace2,	7	,	20	,	21	,	8
AddFace2,	8	,	21	,	22	,	9
AddFace2,	9	,	22	,	23	,	10
AddFace2,	10	,	23	,	24	,	11
AddFace2,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
;テンダー台車							
;開始位置:	-5.9625	半径	0.455	m	高さ	0.08	m
;開始高さ:	0.5685	下の半径	0.44	m			
CreateMeshBuilder							
Addvertex,	-0.4885	,	0.8950	,	-6.4125		
Addvertex,	-0.4885	,	0.8795	,	-6.2947		
Addvertex,	-0.4885	,	0.8340	,	-6.1850		
Addvertex,	-0.4885	,	0.7617	,	-6.0908		
Addvertex,	-0.4885	,	0.6675	,	-6.0185		
Addvertex,	-0.4885	,	0.5578	,	-5.9730		
Addvertex,	-0.4885	,	0.4400	,	-5.9575		
Addvertex,	-0.4885	,	0.3222	,	-5.9730		
Addvertex,	-0.4885	,	0.2125	,	-6.0185		
Addvertex,	-0.4885	,	0.1183	,	-6.0908		
Addvertex,	-0.4885	,	0.0460	,	-6.1850		
Addvertex,	-0.4885	,	0.0005	,	-6.2947		
Addvertex,	-0.4885	,	-0.0150	,	-6.4125		
Addvertex,	-0.5685	,	0.8800	,	-6.4125		
Addvertex,	-0.5685	,	0.8650	,	-6.2986		
Addvertex,	-0.5685	,	0.8211	,	-6.1925		
Addvertex,	-0.5685	,	0.7511	,	-6.1014		
Addvertex,	-0.5685	,	0.6600	,	-6.0314		
Addvertex,	-0.5685	,	0.5539	,	-5.9875		
Addvertex,	-0.5685	,	0.4400	,	-5.9725		
Addvertex,	-0.5685	,	0.3261	,	-5.9875		
Addvertex,	-0.5685	,	0.2200	,	-6.0314		
Addvertex,	-0.5685	,	0.1289	,	-6.1014		
Addvertex,	-0.5685	,	0.0589	,	-6.1925		
Addvertex,	-0.5685	,	0.0150	,	-6.2986		
Addvertex,	-0.5685	,	0.0000	,	-6.4125		
AddFace,	0	,	13	,	14	,	1
AddFace,	1	,	14	,	15	,	2
AddFace,	2	,	15	,	16	,	3
AddFace,	3	,	16	,	17	,	4
AddFace,	4	,	17	,	18	,	5
AddFace,	5	,	18	,	19	,	6
AddFace,	6	,	19	,	20	,	7
AddFace,	7	,	20	,	21	,	8
AddFace,	8	,	21	,	22	,	9
AddFace,	9	,	22	,	23	,	10
AddFace,	10	,	23	,	24	,	11
AddFace,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
CreateMeshBuilder							
Addvertex,	-0.4885	,	-0.0150	,	-6.4125		
Addvertex,	-0.4885	,	0.0005	,	-6.5303		
Addvertex,	-0.4885	,	0.0460	,	-6.6400		
Addvertex,	-0.4885	,	0.1183	,	-6.7342		
Addvertex,	-0.4885	,	0.2125	,	-6.8065		
Addvertex,	-0.4885	,	0.3222	,	-6.8520		
Addvertex,	-0.4885	,	0.4400	,	-6.8675		
Addvertex,	-0.4885	,	0.5578	,	-6.8520		
Addvertex,	-0.4885	,	0.6675	,	-6.8065		
Addvertex,	-0.4885	,	0.7617	,	-6.7342		
Addvertex,	-0.4885	,	0.8340	,	-6.6400		
Addvertex,	-0.4885	,	0.8795	,	-6.5303		
Addvertex,	-0.4885	,	0.8950	,	-6.4125		
Addvertex,	-0.5685	,	0.0000	,	-6.4125		
Addvertex,	-0.5685	,	0.0150	,	-6.5264		
Addvertex,	-0.5685	,	0.0589	,	-6.6325		
Addvertex,	-0.5685	,	0.1289	,	-6.7236		
Addvertex,	-0.5685	,	0.2200	,	-6.7936		
Addvertex,	-0.5685	,	0.3261	,	-6.8375		
Addvertex,	-0.5685	,	0.4400	,	-6.8525		
Addvertex,	-0.5685	,	0.5539	,	-6.8375		
Addvertex,	-0.5685	,	0.6600	,	-6.7936		
Addvertex,	-0.5685	,	0.7511	,	-6.7236		
Addvertex,	-0.5685	,	0.8211	,	-6.6325		
Addvertex,	-0.5685	,	0.8650	,	-6.5264		
Addvertex,	-0.5685	,	0.8800	,	-6.4125		
AddFace,	0	,	13	,	14	,	1
AddFace,	1	,	14	,	15	,	2
AddFace,	2	,	15	,	16	,	3
AddFace,	3	,	16	,	17	,	4
AddFace,	4	,	17	,	18	,	5
AddFace,	5	,	18	,	19	,	6
AddFace,	6	,	19	,	20	,	7
AddFace,	7	,	20	,	21	,	8
AddFace,	8	,	21	,	22	,	9
AddFace,	9	,	22	,	23	,	10
AddFace,	10	,	23	,	24	,	11
AddFace,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
;フランジ	高さ	0.05					
CreateMeshBuilder							
Addvertex,	-0.4885	,	0.9450	,	-6.4125		
Addvertex,	-0.4885	,	0.9278	,	-6.2857		
Addvertex,	-0.4885	,	0.8773	,	-6.1675		
Addvertex,	-0.4885	,	0.7971	,	-6.0660		
Addvertex,	-0.4885	,	0.6925	,	-5.9881		
Addvertex,	-0.4885	,	0.5707	,	-5.9392		
Addvertex,	-0.4885	,	0.4400	,	-5.9225		
Addvertex,	-0.4885	,	0.3093	,	-5.9392		
Addvertex,	-0.4885	,	0.1875	,	-5.9881		
Addvertex,	-0.4885	,	0.0829	,	-6.0660		
Addvertex,	-0.4885	,	0.0027	,	-6.1675		
Addvertex,	-0.4885	,	-0.0478	,	-6.2857		
Addvertex,	-0.4885	,	-0.0650	,	-6.4125		
Addvertex,	-0.4885	,	0.8950	,	-6.4125		
Addvertex,	-0.4885	,	0.8795	,	-6.2986		
Addvertex,	-0.4885	,	0.8340	,	-6.1925		
Addvertex,	-0.4885	,	0.7617	,	-6.1014		
Addvertex,	-0.4885	,	0.6675	,	-6.0314		
Addvertex,	-0.4885	,	0.5578	,	-5.9875		
Addvertex,	-0.4885	,	0.4400	,	-5.9725		
Addvertex,	-0.4885	,	0.3222	,	-5.9875		
Addvertex,	-0.4885	,	0.2125	,	-6.0314		
Addvertex,	-0.4885	,	0.1183	,	-6.1014		
Addvertex,	-0.4885	,	0.0460	,	-6.1925		
Addvertex,	-0.4885	,	0.0005	,	-6.2986		
Addvertex,	-0.4885	,	-0.0150	,	-6.4125		
AddFace2,	0	,	13	,	14	,	1
AddFace2,	1	,	14	,	15	,	2
AddFace2,	2	,	15	,	16	,	3
AddFace2,	3	,	16	,	17	,	4
AddFace2,	4	,	17	,	18	,	5
AddFace2,	5	,	18	,	19	,	6
AddFace2,	6	,	19	,	20	,	7
AddFace2,	7	,	20	,	21	,	8
AddFace2,	8	,	21	,	22	,	9
AddFace2,	9	,	22	,	23	,	10
AddFace2,	10	,	23	,	24	,	11
AddFace2,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
CreateMeshBuilder							
Addvertex,	-0.4885	,	-0.0650	,	-6.4125		
Addvertex,	-0.4885	,	-0.0478	,	-6.5393		
Addvertex,	-0.4885	,	0.0027	,	-6.6575		
Addvertex,	-0.4885	,	0.0829	,	-6.7590		
Addvertex,	-0.4885	,	0.1875	,	-6.8369		
Addvertex,	-0.4885	,	0.3093	,	-6.8858		
Addvertex,	-0.4885	,	0.4400	,	-6.9025		
Addvertex,	-0.4885	,	0.5707	,	-6.8858		
Addvertex,	-0.4885	,	0.6925	,	-6.8369		
Addvertex,	-0.4885	,	0.7971	,	-6.7590		
Addvertex,	-0.4885	,	0.8773	,	-6.6575		
Addvertex,	-0.4885	,	0.9278	,	-6.5393		
Addvertex,	-0.4885	,	0.9450	,	-6.4125		
Addvertex,	-0.4885	,	-0.0150	,	-6.4125		
Addvertex,	-0.4885	,	0.0005	,	-6.5264		
Addvertex,	-0.4885	,	0.0460	,	-6.6325		
Addvertex,	-0.4885	,	0.1183	,	-6.7236		
Addvertex,	-0.4885	,	0.2125	,	-6.7936		
Addvertex,	-0.4885	,	0.3222	,	-6.8375		
Addvertex,	-0.4885	,	0.4400	,	-6.8525		
Addvertex,	-0.4885	,	0.5578	,	-6.8375		
Addvertex,	-0.4885	,	0.6675	,	-6.7936		
Addvertex,	-0.4885	,	0.7617	,	-6.7236		
Addvertex,	-0.4885	,	0.8340	,	-6.6325		
Addvertex,	-0.4885	,	0.8795	,	-6.5264		
Addvertex,	-0.4885	,	0.8950	,	-6.4125		
AddFace2,	0	,	13	,	14	,	1
AddFace2,	1	,	14	,	15	,	2
AddFace2,	2	,	15	,	16	,	3
AddFace2,	3	,	16	,	17	,	4
AddFace2,	4	,	17	,	18	,	5
AddFace2,	5	,	18	,	19	,	6
AddFace2,	6	,	19	,	20	,	7
AddFace2,	7	,	20	,	21	,	8
AddFace2,	8	,	21	,	22	,	9
AddFace2,	9	,	22	,	23	,	10
AddFace2,	10	,	23	,	24	,	11
AddFace2,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
;従輪右							
;開始位置:	-5.9625	半径	0.455	m	高さ	0.08	m
;開始高さ:	0.5685	下の半径	0.44	m			
CreateMeshBuilder							
Addvertex,	0.4885	,	-0.0150	,	-6.4125		
Addvertex,	0.4885	,	0.0005	,	-6.2947		
Addvertex,	0.4885	,	0.0460	,	-6.1850		
Addvertex,	0.4885	,	0.1183	,	-6.0908		
Addvertex,	0.4885	,	0.2125	,	-6.0185		
Addvertex,	0.4885	,	0.3222	,	-5.9730		
Addvertex,	0.4885	,	0.4400	,	-5.9575		
Addvertex,	0.4885	,	0.5578	,	-5.9730		
Addvertex,	0.4885	,	0.6675	,	-6.0185		
Addvertex,	0.4885	,	0.7617	,	-6.0908		
Addvertex,	0.4885	,	0.8340	,	-6.1850		
Addvertex,	0.4885	,	0.8795	,	-6.2947		
Addvertex,	0.4885	,	0.8950	,	-6.4125		
Addvertex,	0.5685	,	0.0000	,	-6.4125		
Addvertex,	0.5685	,	0.0150	,	-6.2986		
Addvertex,	0.5685	,	0.0589	,	-6.1925		
Addvertex,	0.5685	,	0.1289	,	-6.1014		
Addvertex,	0.5685	,	0.2200	,	-6.0314		
Addvertex,	0.5685	,	0.3261	,	-5.9875		
Addvertex,	0.5685	,	0.4400	,	-5.9725		
Addvertex,	0.5685	,	0.5539	,	-5.9875		
Addvertex,	0.5685	,	0.6600	,	-6.0314		
Addvertex,	0.5685	,	0.7511	,	-6.1014		
Addvertex,	0.5685	,	0.8211	,	-6.1925		
Addvertex,	0.5685	,	0.8650	,	-6.2986		
Addvertex,	0.5685	,	0.8800	,	-6.4125		
AddFace,	0	,	13	,	14	,	1
AddFace,	1	,	14	,	15	,	2
AddFace,	2	,	15	,	16	,	3
AddFace,	3	,	16	,	17	,	4
AddFace,	4	,	17	,	18	,	5
AddFace,	5	,	18	,	19	,	6
AddFace,	6	,	19	,	20	,	7
AddFace,	7	,	20	,	21	,	8
AddFace,	8	,	21	,	22	,	9
AddFace,	9	,	22	,	23	,	10
AddFace,	10	,	23	,	24	,	11
AddFace,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
